,price,name,industry,pe_ratio,pe_ratio_lyr,pb_ratio,market_cap,circulating_market_cap,roe_ttm,ROAEBITTTM,debt_to_asset_ratio,debt_to_equity_ratio,MLEV,long_debt_to_working_capital_ratio,fixed_asset_ratio,intangible_asset_ratio,net_profit_ratio,net_profit_to_total_operate_revenue_ttm,net_non_operating_income_to_total_profit,gross_income_ratio,adjusted_profit_to_total_profit,total_profit_to_cost_ratio,total_asset_turnover_rate,accounts_payable_turnover_days,account_receivable_turnover_days,inventory_turnover_days,OperatingCycle,inventory_turnover_rate,DEGM,operating_profit_growth_rate,sale_expense_to_operating_revenue,operating_tax_to_operating_revenue_ratio_ttm,net_operate_cash_flow_to_operate_income,net_operating_cash_flow_coverage,cash_rate_of_sales,net_operate_cash_flow_to_total_liability,ACCA,current_ratio,quick_ratio,super_quick_ratio,LVGI,SGI,GMI,DSRI,SGAI,DEGM_8y,maximum_margin,margin_stability
300416.XSHE,26.62,苏试试验,仪器仪表制造业,44.7721,50.1554,4.6498,36.0907,23.0456,0.103854,0.017818,0.495143,1.097093,0.013559,0.148132,0.228027,0.072002,0.13063,0.13063,0.0,0.459847,0.609584,0.195138,0.416334,161.974089,277.285836,253.858896,531.144732,1.418111,-0.048278,0.191838,0.078645,0.007625,0.044206,1.811902,0.005521,0.041292,0.006845,1.41761,1.077526,0.916991,0.931759,1.281066,1.033976,0.86462,0.740084,-0.011712,0.975507,32.522198
300417.XSHE,45.95,南华仪器,仪器仪表制造业,23.093000000000004,134.4734,8.3395,37.4952,18.9248,0.361126,0.084067,0.335102,0.503989,0.0,0.0,0.227839,0.025569,0.351313,0.351313,-0.000941,0.631419,0.855398,0.792855,0.68347,73.332284,93.017562,282.194362,375.211924,1.275716,0.346335,4.682185,0.085603,0.010489,1.484647,1.097365,0.567092,0.374499,0.005595,2.168575,1.579295,0.733858,1.624887,0.820057,0.9029,1.026879,1.073477,0.075643,0.891504,6.059367
300418.XSHE,14.14,昆仑万维,互联网和相关服务,13.4427,16.1906,3.6695,162.8852,88.9736,0.272975,0.038373,0.56182,1.27925,0.016616,-2.430501,0.001592,0.154017,0.391059,0.391059,-0.449872,0.786749,0.916397,0.598186,0.356812,704.109434,,,,,-0.055342,-0.090096,0.271817,0.003231,1.944181,0.846652,0.340937,0.053268,-0.005273,0.979042,,0.955117,1.500228,1.040976,0.965827,0.850317,0.865018,0.060482,0.856003,5.689398
300419.XSHE,6.23,浩丰科技,软件和信息技术服务业,-3.6125,-3.5857,2.6398,22.9111,15.1685,-0.730749,-0.127388,0.327155,0.488715,4.7e-05,0.000182,0.107103,0.069266,-0.958889,-0.958889,0.0,0.168695,0.800175,-1.048437,0.510251,227.121349,135.936378,173.981065,309.917443,2.069191,-0.220996,-20.17878,0.031053,0.005063,-0.174581,5.260152,0.171834,0.146717,0.038699,2.404071,1.777312,1.336403,1.80624,1.009725,1.331365,0.961877,0.674656,-0.113544,0.373688,4.082311
300420.XSHE,6.17,五洋停车,通用设备制造业,27.1952,33.7069,2.6884,44.1544,28.9494,0.098856,0.01861,0.337568,0.544122,0.004501,0.032599,0.108703,0.229639,0.131935,0.131935,0.0,0.349044,0.895191,0.185053,0.462215,116.13524,257.995421,175.728835,433.724256,2.048611,0.014207,0.530195,0.068489,0.007571,-0.054304,0.759994,-0.00735,0.03348,-0.003898,1.700908,1.255881,1.083895,1.091497,1.328005,1.006074,0.95112,0.668108,-0.029725,0.874388,15.17782
300421.XSHE,7.08,力星股份,通用设备制造业,30.1679,23.8098,1.5529,17.3966,12.9975,0.051474,0.010982,0.173202,0.209485,0.015136,0.05628,0.361885,0.107399,0.081875,0.081875,0.0,0.236618,0.785075,0.107025,0.519797,41.03491,152.14121,135.090504,287.231714,2.66488,-0.089418,-0.288814,0.036012,0.012166,0.493654,0.933282,0.035968,0.034482,-0.000428,3.284419,2.314195,1.826027,1.065226,1.064703,1.054712,0.907548,0.719226,-0.005857,0.914276,18.530076
300422.XSHE,10.78,博世科,生态保护和环境治理业,12.6196,16.3047,2.3658,38.359,26.476999999999997,0.173677,0.011471,0.772491,3.791106,0.378948,-5.155182,0.396235,0.098926,0.092057,0.092057,-0.003967,0.299252,0.857847,0.129502,0.379601,238.337045,228.927605,34.436685,263.36429,10.453968,0.005986,0.25185,0.022179,0.008466,-0.064373,-0.080297,-0.006656,-0.00124,-0.013258,0.894279,0.843387,0.777333,1.099344,1.854912,1.012759,0.963885,0.585911,-0.002411,0.947166,22.577213
300423.XSHE,13.52,鲁亿通,电气机械和器材制造业,12.2443,14.9835,2.0446,67.5065,34.0239,0.16698,0.022033,0.565542,1.301721,0.093468,0.355359,0.044683,0.209542,0.149431,0.149431,0.0,0.410806,0.874205,0.22399,0.48548,246.933395,332.763492,223.821164,556.584657,1.608427,0.124144,0.58356,0.035402,0.006984,-1.684394,0.628248,-0.284466,0.022708,-0.008057,1.543777,1.168554,1.108628,1.744229,11.481273,0.815067,0.498005,0.753542,0.064941,0.868767,7.781709
300424.XSHE,16.02,航新科技,铁路、船舶、航空航天和其他运输设备制造业,64.90100000000001,76.4193,3.8033,38.4403,30.7857,0.058602,0.006249,0.575493,1.355726,0.120441,1.036841,0.139299,0.214591,0.046955,0.046955,0.071226,0.269674,0.847979,0.049432,0.516579,87.580839,157.766401,215.582156,373.348557,1.669897,-0.26347,-0.368309,0.019565,0.004521,-0.895866,0.79295,-0.020771,0.011598,-0.001825,1.601608,0.964154,0.88813,2.108126,1.594044,1.311088,0.889725,0.80535,-0.144301,0.420924,4.56228
300425.XSHE,4.63,环能科技,专用设备制造业,27.975,22.7889,1.9485,31.3021,29.1898,0.069653,0.011231,0.437062,0.848742,0.049731,0.321293,0.122108,0.214112,0.099507,0.099507,0.0,0.400688,0.723928,0.137031,0.393772,167.579411,307.166659,255.296323,562.462982,1.410126,-0.082448,-0.131578,0.117667,0.013616,0.9063,2.94489,0.079706,0.048252,0.013589,1.42502,0.989821,0.927745,1.234071,1.461739,1.023115,1.156959,0.874881,-0.064507,0.721484,9.182996
300426.XSHE,5.68,唐德影视,广播、电视、电影和影视录音制作业,-2.1957,-2.5345,10.7047,23.5057,14.0235,-4.875346,-0.098323,0.925256,11.393983,0.114066,0.945607,0.006219,0.000179,1.82377,1.82377,-0.000666,0.855716,1.039206,-6.329874,-0.222993,-1533.030976,,-5949.028875,,-0.060514,0.924092,-7.293681,-0.035949,-0.004927,-0.049279,3.354664,-0.085088,0.045697,0.030282,1.145524,0.491816,0.309516,1.440388,0.31479,5.469273,1.488012,3.918129,0.203748,0.981651,2.694928
300427.XSHE,13.51,红相股份,电气机械和器材制造业,18.7244,21.1038,2.2743,48.4118,33.4533,0.121459,0.01974,0.483588,0.984026,0.024302,-0.758348,0.237386,0.267698,0.20243,0.20243,0.000124,0.448754,0.69313,0.327753,0.319906,254.249369,310.044276,114.986124,425.0304,3.130813,0.026054,-0.088706,0.091352,0.007731,0.448567,0.174168,0.094693,0.004649,-0.012352,0.919453,0.795863,0.707407,1.054899,1.763088,0.969414,0.935539,0.597653,0.043091,0.804148,7.743909
300428.XSHE,12.69,四通新材,汽车制造业,16.788,18.8105,1.9731,73.3951,17.5184,0.179619,0.028538,0.449591,0.821659,0.073834,0.35268,0.2887,0.064801,0.064561,0.064561,0.084324,0.202679,0.889476,0.08282,1.563649,34.198577,,48.367451,,7.443022,0.808869,7.302058,0.048427,0.005832,1.498014,2.402432,0.102926,0.090436,0.023659,1.671322,1.210545,0.926822,2.721,5.873808,0.629315,0.928838,1.524005,0.117591,0.94655,3.965081
300429.XSHE,15.15,强力新材,化学原料和化学制品制造业,47.3716,53.2634,4.7344,78.0609,45.4971,0.099941,0.023785,0.177909,0.224972,0.00558,0.070125,0.266553,0.171797,0.180383,0.180383,0.004397,0.38574,0.699334,0.288135,0.421038,65.803668,52.890608,199.913347,252.803954,1.80078,-0.085777,0.187282,0.038816,0.00767,0.795892,0.368752,0.141196,0.04293,-0.013062,2.909415,1.994062,1.81298,0.974723,1.154899,1.029411,0.886187,0.738724,-0.037639,0.895731,16.774828
300430.XSHE,7.85,诚益通,仪器仪表制造业,22.4009,20.8716,1.2719,21.3527,17.5456,0.056781,0.012298,0.270441,0.375298,0.005303,0.016517,0.08418,0.252628,0.140624,0.140624,0.0,0.429741,0.903965,0.202279,0.29903,303.744566,349.339647,390.939072,740.278719,0.92086,-0.001976,-0.086681,0.104329,0.009535,0.817898,-1.945412,0.110709,-0.030427,-0.012929,2.11397,1.416638,1.021801,1.186275,1.241397,0.959533,1.12672,0.841854,0.050736,0.836857,10.006193
300431.XSHE,4.35,暴风集团,互联网和相关服务,-0.9481,-1.3145,-2.2629,14.3343,10.5772,2.386733,-0.481729,2.82988,-1.606261,0.252483,-1.053424,0.02662,0.306911,-11.387408,-11.387408,0.0,-0.254682,0.493284,-3.34468,0.519014,613.224209,,,,,6.402558,0.416762,0.790101,0.003473,0.02274,-0.005685,-0.180469,0.002157,0.607303,0.138228,,0.120159,2.600701,0.58849,-1.158098,0.749412,1.862547,,,0.543031
300432.XSHE,6.6,富临精工,汽车制造业,-1.2849,-1.2347,1.9809999999999999,28.6918,23.6227,-1.541757,-0.187798,0.385344,0.626627,0.075265,0.376145,0.323886,0.065342,-1.510367,-1.510367,-0.218725,0.329245,0.495053,-1.821873,0.628874,157.978788,171.406517,111.605952,283.012469,3.225634,-0.05853,-11.877206,0.015988,0.009059,-0.054696,0.396431,0.087224,0.058502,-0.028257,1.921054,1.46412,1.414702,1.844728,0.635059,1.088853,0.628334,1.096575,-0.014985,0.986704,40.443856
300433.XSHE,13.6,蓝思科技,计算机、通信和其他电子设备制造业,78.4514,83.838,3.1211,534.0542,531.9135,0.037728,0.005546,0.616171,1.609177,0.128136,-1.928366,0.542483,0.062894,0.023475,0.023475,0.123121,0.23026,0.804342,0.038148,0.622207,90.537329,71.201856,52.536818,123.738675,6.852337,-0.120783,-0.584097,0.016959,0.009451,7.188026,1.375844,0.19841,0.059939,0.008932,0.807884,0.652428,0.606335,1.139878,1.169368,1.235316,0.919077,0.66309,0.015955,0.778866,11.016555
300434.XSHE,7.61,金石亚药,医药制造业,20.327,20.4975,1.1409,30.5727,17.2096,0.056129,0.015531,0.118412,0.136345,0.030539,0.202247,0.163739,0.342862,0.160991,0.160991,0.0,0.660372,0.810527,0.265527,0.314313,81.547315,,181.769034,,1.980535,-0.000235,0.03586,0.267007,0.024708,0.7308,1.92529,0.140519,0.08605,0.004589,2.769917,2.151797,1.80668,0.866882,1.378834,0.970762,0.66993,1.06313,0.14161,0.960909,3.573393
300435.XSHE,11.97,中泰股份,通用设备制造业,43.8568,44.1565,3.4243,29.8655,14.214,0.07808,0.011342,0.502387,1.009135,0.005369,0.15899,0.042766,0.018179,0.112939,0.112939,0.0,0.237505,0.723541,0.134877,0.332809,200.081221,380.149055,237.553443,617.702498,1.515448,-0.113677,-0.022721,0.02305,0.006418,4.953147,3.566814,0.247054,0.072944,0.025546,1.117352,0.77782,0.668751,1.024021,1.224788,1.057244,0.728589,1.015823,-0.084566,0.416725,4.513303
300436.XSHE,36.75,广生堂,医药制造业,210.2174,312.1131,9.0323,51.45,41.303999999999995,0.042967,0.006157,0.347578,0.54205,0.019871,13.686055,0.296979,0.274325,0.05982,0.05982,0.0,0.795904,0.089351,0.058352,0.494527,136.785557,58.686564,130.482918,189.169482,2.758982,-0.060559,0.69397,0.520947,0.017104,-53.212986,6.865568,0.101379,0.059774,0.016976,1.037276,0.878331,0.828187,1.366144,1.358897,1.040236,1.453498,0.820742,-0.025142,0.958362,25.046825
300437.XSHE,10.59,清水源,化学原料和化学制品制造业,11.749,9.36,1.5589,23.1203,14.1635,0.122522,0.018369,0.594066,1.731215,0.249267,1.157109,0.196486,0.206484,0.138474,0.138474,8.7e-05,0.347875,0.50455,0.232955,0.371383,165.985705,212.433483,239.597608,452.031092,1.502519,-0.052211,-0.018011,0.040665,0.004889,0.152516,-1.002931,0.027378,-0.011386,-0.015664,1.329596,0.954787,0.87958,1.044084,2.035485,0.894341,0.554344,0.646753,0.09233,0.924611,5.003464
300438.XSHE,18.36,鹏辉能源,电气机械和器材制造业,19.4401,19.4937,2.1048,51.6195,38.9676,0.10827,0.015285,0.534866,1.222007,0.043074,0.367875,0.303272,0.041802,0.08723,0.08723,-0.001664,0.24532,0.776379,0.116855,0.58777,217.690064,196.927396,140.686654,337.614049,2.558878,0.054309,-0.156457,0.039552,0.004599,1.266059,0.612817,0.111929,0.027325,-0.011785,1.228464,0.877127,0.851896,1.176766,1.224072,1.076302,1.087322,0.692928,0.001605,0.904479,17.556242
300439.XSHE,14.37,美康生物,医药制造业,20.0208,20.6243,2.4089,49.7401,29.0014,0.12032,0.019153,0.520976,1.134338,0.059318,1.395597,0.175788,0.209222,0.082648,0.082648,-0.049595,0.363261,0.552338,0.133736,0.698678,58.927113,152.93482,75.410192,228.345012,4.773891,0.006998,-0.008283,0.107834,0.005424,2.249411,0.173827,0.210645,0.005634,-0.014265,1.110788,0.904257,0.814898,1.149734,1.736749,1.323021,0.991696,0.620026,-0.130032,0.351994,3.895725
